product_id,title,author_name,price,sales,rating,review_count,category,subcategory,software_version,framework,compatible_with,file_types,last_updated,url,first_seen_run,last_seen_run
24851275,Custom SMS & Email Notifications Automation for Perfex CRM,themesic,59.0,690,4.4,20,php-scripts,add-ons,PHP 7.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP",2026-07-09,https://codecanyon.net/item/custom-sms-email-notifications-for-pefex/24851275,20260812T162636,20260812T170553
26620578,Human Resources Management (HRM) & Workforce Automation module for Perfex CRM,themesic,59.0,644,3.9,10,php-scripts,add-ons,PHP 7.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP",2026-07-09,https://codecanyon.net/item/human-resources-management-hr-module-for-perfex-crm/26620578,20260812T162636,20260812T170553
38350010,Webhook s Automation Module for Perfex CRM,themesic,59.0,634,4.75,8,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP",2026-07-27,https://codecanyon.net/item/webhooks-module-for-perfex-crm/38350010,20260812T162636,20260812T170553
27169285,"Perfex Shop - eCommerce, POS & Inventory Management Module for Products & Services",themesic,69.0,623,4.86,14,php-scripts,add-ons,PHP 7.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP, SQL",2026-08-05,https://codecanyon.net/item/perfex-shop-ecommerce-module-for-perfex-crm-products-services/27169285,20260812T170553,20260812T170553
25623248,Facebook & Instagram Leads Synchronization module for Perfex CRM - Marketing Automation for Meta Ads,themesic,59.0,617,4.43,7,php-scripts,add-ons,PHP 7.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP, SQL",2026-07-09,https://codecanyon.net/item/facebook-leads-integration-sync-module-for-perfex-crm/25623248,20260812T162636,20260812T170553
39897941,Marketing Automation module for Perfex CRM,GreenTech_Solutions,99.0,596,4.7,33,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP, SQL",2026-07-24,https://codecanyon.net/item/marketing-automation-module-for-perfex-crm/39897941,20260812T162636,20260812T170553
27597035,Sales Commission Program for Perfex CRM,GreenTech_Solutions,79.0,585,4.97,35,php-scripts,add-ons,PHP 7.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP, SQL",2021-03-28,https://codecanyon.net/item/sales-commission-program-for-perfex-crm/27597035,20260812T170553,20260812T170553
33392459,Lead Manager Module for Perfex CRM,zonvoir,42.0,580,4.45,20,php-scripts,add-ons,"PHP 7.x, MySQL 5.x",CodeIgniter,,"JavaScript JS, HTML, CSS, PHP",2025-09-22,https://codecanyon.net/item/lead-manager-for-perfex-module/33392459,20260812T170553,20260812T170553
28024258,Omni Channel Sales module for Perfex CRM,GreenTech_Solutions,99.0,554,4.61,33,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP, SQL",2026-07-22,https://codecanyon.net/item/omni-channel-sales-for-perfex-crm/28024258,20260812T162636,20260812T170553
25615418,Assets Management & Asset Tracking module for Perfex CRM,themesic,59.0,548,4.38,8,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP, SQL",2026-07-08,https://codecanyon.net/item/assets-management-module-for-perfex-crm/25615418,20260812T162636,20260812T170553
26761482,Project Roadmap with Reporting & Workflow Automation module for Perfex CRM Projects,themesic,59.0,543,5.0,5,php-scripts,add-ons,PHP 7.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP",2026-07-09,https://codecanyon.net/item/project-roadmap-advanced-reporting-for-perfex-crm-projects/26761482,20260812T162636,20260812T170553
25280191,Perfex CRM Office Theme,i-Dev,39.0,536,4.33,12,php-scripts,add-ons,PHP 7.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP",2026-02-02,https://codecanyon.net/item/perfex-crm-office-theme/25280191,20260812T170553,20260812T170553
25337376,WooCommerce Module for Perfex CRM,Techy4m,49.0,536,3.5,24,php-scripts,add-ons,"PHP 7.x, MySQL 5.x",CodeIgniter,,"JavaScript JS, HTML, PHP",2026-04-30,https://codecanyon.net/item/woocommerce-module-for-perfex-crm/25337376,20260812T170553,20260812T170553
26621431,Products and services for Perfex CRM,Techy4m,39.0,505,4.41,17,php-scripts,add-ons,PHP 7.x,CodeIgniter,,"JavaScript JS, HTML, PHP, SQL",2025-03-04,https://codecanyon.net/item/subscription-as-products-for-perfex-crm/26621431,20260812T170553,20260812T170553
31482935,File Sharing module for Perfex CRM,GreenTech_Solutions,89.0,498,4.81,21,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP, SQL",2026-07-22,https://codecanyon.net/item/file-sharing-for-perfex-crm/31482935,20260812T170553,20260812T170553
24754675,Perfex CRM Flat Admin Theme - Clean & Smart Admin Interface,themesic,59.0,456,4.88,8,php-scripts,add-ons,PHP 7.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP",2026-07-09,https://codecanyon.net/item/flat-admin-theme-for-perfex-crm/24754675,20260812T170553,20260812T170553
38288487,Custom Links for Perfex CRM,qualifinic,19.0,451,5.0,18,php-scripts,add-ons,"PHP 7.x, MySQL 5.x - 8.x, Other",CodeIgniter,,"JavaScript JS, HTML, CSS, PHP",2024-02-04,https://codecanyon.net/item/custom-links-for-perfex-crm/38288487,20260812T170553,20260812T170553
23640054,"Perfex CRM Flat Theme - Clean, Responsive & Smart Customers UI",themesic,39.0,445,4.43,7,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP",2026-07-09,https://codecanyon.net/item/perfex-crm-flat-theme/23640054,20260812T170553,20260812T170553
27730444,Team Password for Perfex CRM,GreenTech_Solutions,79.0,444,4.97,35,php-scripts,add-ons,PHP 7.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP, SQL",2021-03-28,https://codecanyon.net/item/team-password-for-perfex-crm/27730444,20260812T170553,20260812T170553
38690826,WhatsApp Cloud API Business Integration module for Perfex CRM,themesic,59.0,434,4.0,17,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP",2026-07-10,https://codecanyon.net/item/whatsapp-cloud-api-business-integration-module-for-perfex-crm/38690826,20260812T162636,20260812T170553
27386413,Staff Workload for Perfex CRM,GreenTech_Solutions,79.0,430,4.94,17,php-scripts,add-ons,PHP 7.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP, SQL",2021-01-29,https://codecanyon.net/item/staff-workload-for-perfex-crm/27386413,20260812T170553,20260812T170553
37233985,Manufacturing Management module for Perfex CRM,GreenTech_Solutions,99.0,429,5.0,22,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP, SQL",2026-07-23,https://codecanyon.net/item/manufacturing-management-for-perfex-crm/37233985,20260812T170553,20260812T170553
45902802,Perfex CRM SaaS - The Official Multi Tenancy Support module,themesic,79.0,426,4.28,18,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x",CodeIgniter,,"JavaScript JS, HTML, CSS, PHP, SQL",2026-07-10,https://codecanyon.net/item/saas-module-for-perfex-crm-multitenancy-support/45902802,20260812T170553,20260812T170553
52004114,WhatsApp Official Cloud API Chat & Marketing Automation module for Perfex CRM,themesic,59.0,425,3.67,15,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP",2026-07-09,https://codecanyon.net/item/whatsapp-cloud-api-interaction-module-for-perfex-crm/52004114,20260812T162636,20260812T170553
29526843,Spreadsheet Online for Perfex CRM,GreenTech_Solutions,79.0,409,4.62,21,php-scripts,add-ons,PHP 7.x,CodeIgniter,,"HTML, CSS, PHP, SQL",2021-05-18,https://codecanyon.net/item/spreadsheet-online-for-perfex-crm/29526843,20260812T170553,20260812T170553
27643032,Call Log 1.2.0 module for Perfex CRM,weebdigital,39.0,406,3.78,23,php-scripts,,PHP 7.x,CodeIgniter,,"HTML, XML, CSS",2021-05-12,https://codecanyon.net/item/call-log-module-for-perfex-crm/27643032,20260812T170553,20260812T170553
53052338,"WhatsBot - WhatsApp Marketing, Bot, Chat & AI Personal Assistant Module for Perfex CRM",corbitaltech,59.0,399,4.69,36,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x",CodeIgniter,,"JavaScript JS, JavaScript JSON, HTML, CSS, PHP",2026-05-06,https://codecanyon.net/item/whatsbot-whatsapp-marketing-bot-chat-module-for-perfex-crm/53052338,20260812T162636,20260812T170553
37327693,Fixed Equipment Management module for Perfex CRM,GreenTech_Solutions,99.0,396,4.95,22,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP, SQL",2026-07-24,https://codecanyon.net/item/fixed-equipment-management-for-perfex-crm/37327693,20260812T162636,20260812T170553
34466211,Language Translations for Perfex CRM,qualifinic,24.0,367,5.0,15,php-scripts,add-ons,"PHP 7.x, MySQL 5.x - 8.x",CodeIgniter,,"JavaScript JS, HTML, CSS, PHP, SQL",2023-10-08,https://codecanyon.net/item/language-translations-for-perfex-crm/34466211,20260812T170553,20260812T170553
33053316,Add-on Statuses Module for Perfex CRM,sejalinfotech,30.0,363,5.0,9,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP",2026-07-27,https://codecanyon.net/item/addon-statuses-module-for-perfex-crm/33053316,20260812T170553,20260812T170553
31491233,Perfex Landing - LandingPage builder for Perfex CRM,techfago_scripts,59.0,331,4.0,9,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,,"JavaScript JS, JavaScript JSON, HTML, CSS, PHP, SQL",2025-05-03,https://codecanyon.net/item/perfexlanding-landingpage-builder-for-perfexcrm/31491233,20260812T170553,20260812T170553
33744597,Dynamic Customized Theme Module for Perfex CRM,sejalinfotech,49.0,327,4.8,10,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP",2026-08-10,https://codecanyon.net/item/dynamic-customized-theme-module-for-perfex-crm/33744597,20260812T170553,20260812T170553
48238609,Custom Data Tables for Perfex CRM,themesic,59.0,326,4.09,11,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,,"JavaScript JS, PHP",2026-07-10,https://codecanyon.net/item/custom-data-tables-for-perfex-crm/48238609,20260812T170553,20260812T170553
31462895,Advanced Lead Filters Module for Perfex CRM,sejalinfotech,30.0,293,4.86,7,php-scripts,add-ons,PHP 7.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP",2026-07-27,https://codecanyon.net/item/advanced-lead-filters-module-for-perfex-crm/31462895,20260812T170553,20260812T170553
32135734,Perfex Wiki - Internal knowledge for Perfex CRM,techfago_scripts,49.0,273,3.88,8,php-scripts,add-ons,PHP 7.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP, SQL",2023-07-18,https://codecanyon.net/item/perfexwiki-internal-knowledge-for-perfex-crm/32135734,20260812T170553,20260812T170553
39695653,Advanced Email System for Perfex CRM,themesic,49.0,269,5.0,5,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP, SQL",2026-07-10,https://codecanyon.net/item/advanced-email-system-for-perfex-crm/39695653,20260812T170553,20260812T170553
53297436,"Google Workspace Integration module for Perfex CRM - Google Drive, Sheets, Docs, Forms & Slides",themesic,59.0,268,4.43,7,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x",CodeIgniter,,"JavaScript JS, JavaScript JSON, HTML, CSS, PHP, SQL",2026-07-08,https://codecanyon.net/item/google-sheets-module-for-perfex-crm-twoway-spreadsheets-synchronization/53297436,20260812T162636,20260812T170553
29259040,"Diagramy - Diagrams and BPMN module for Perfex (Flowchart, Process, Org Chart, Whiteboard & more)",themesic,59.0,267,5.0,3,php-scripts,add-ons,PHP 7.x,CodeIgniter,,JavaScript JS,2026-07-09,https://codecanyon.net/item/diagramy-a-complete-diagram-editor-for-perfex-crm-flowcharts-process-diagrams-org-charts-more/29259040,20260812T170553,20260812T170553
28280122,OKRs - Objectives and Key Results for Perfex CRM,GreenTech_Solutions,79.0,266,5.0,11,php-scripts,add-ons,PHP 7.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP, SQL",2020-12-26,https://codecanyon.net/item/okrs-objectives-and-key-results-for-perfex-crm/28280122,20260812T170553,20260812T170553
24237485,Perfex CRM Dark Theme,i-Dev,39.0,264,,,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x",CodeIgniter,,"JavaScript JS, HTML, CSS, PHP",2026-06-28,https://codecanyon.net/item/perfex-crm-dark-theme/24237485,20260812T170553,20260812T170553
27111428,"QuickBooks Integration module for Perfex CRM - Sync Invoices, Payments & Expenses",themesic,59.0,252,5.0,5,php-scripts,add-ons,PHP 7.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP, SQL",2026-07-09,https://codecanyon.net/item/quickbooks-module-for-perfex-crm-synchronize-invoices-payments-and-expenses/27111428,20260812T162636,20260812T170553
27065429,Mention and Tag for Perfex CRM,GreenTech_Solutions,69.0,251,5.0,8,php-scripts,add-ons,PHP 7.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP, SQL",2020-07-11,https://codecanyon.net/item/mention-and-tag-for-perfex-crm/27065429,20260812T170553,20260812T170553
27912036,Custom Task Filters Module for Perfex CRM,sejalinfotech,22.0,251,4.78,9,php-scripts,add-ons,PHP 7.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP",2026-07-27,https://codecanyon.net/item/custom-task-filters-module-for-perfex-crm/27912036,20260812T170553,20260812T170553
46022362,PerfShield - Security & Monitoring Toolset for Perfex CRM,themesic,59.0,251,4.9,10,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP",2026-07-10,https://codecanyon.net/item/perfshield-the-powerful-security-toolset-for-perfex-crm/46022362,20260812T170553,20260812T170553
25421122,WordFex - Smart WordPress to Perfex CRM Integration,themesic,49.0,240,4.83,6,wordpress,ecommerce/woocommerce/marketing,WordPress 5.3.x - 5.8.x,,,"HTML, PHP",2026-05-04,https://codecanyon.net/item/wordfex/25421122,20260812T162636,20260812T170553
40021476,Sales Agent Management module for Perfex CRM,GreenTech_Solutions,99.0,240,5.0,10,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP, SQL",2026-07-24,https://codecanyon.net/item/sales-agent-management-module-for-perfex-crm/40021476,20260812T162636,20260812T170553
31483023,Multichannel Two Factor Authentication for Perfex CRM,GreenTech_Solutions,69.0,230,5.0,10,php-scripts,add-ons,PHP 7.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP, SQL",2021-04-18,https://codecanyon.net/item/multichannel-two-factor-authentication-for-perfex-crm/31483023,20260812T170553,20260812T170553
47996439,Flexible Backup and Restore Module for Perfex,flexibyte88,49.0,228,4.2,10,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x",CodeIgniter,,"JavaScript JS, HTML, CSS, PHP",2026-04-09,https://codecanyon.net/item/flexible-backup-and-restore-module-for-perfex/47996439,20260812T170553,20260812T170553
33455479,Reminder module for Perfex CRM,zonvoir,30.0,212,,,php-scripts,add-ons,PHP 7.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP",2025-08-29,https://codecanyon.net/item/reminder-module-for-perfex-crm/33455479,20260812T170553,20260812T170553
26406165,Account Planning - Data-Driven Strategic Module for Perfex CRM,themesic,59.0,210,5.0,4,php-scripts,add-ons,PHP 7.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP, SQL",2026-07-09,https://codecanyon.net/item/account-planning-module-for-perfex-crm/26406165,20260812T170553,20260812T170553
26773517,Advanced Task Filters & Smart Workflow for Perfex CRM,themesic,59.0,210,4.0,4,php-scripts,add-ons,PHP 7.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP",2026-07-09,https://codecanyon.net/item/advanced-task-filters-module-for-perfex-crm/26773517,20260812T162636,20260812T170553
26539369,Staff Outsourcing & Smart Resources Booking module for Perfex CRM - Outsource your employees,themesic,59.0,207,5.0,3,php-scripts,add-ons,PHP 7.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP",2026-07-08,https://codecanyon.net/item/staff-outsourcing-resources-booking-for-perfex-crm/26539369,20260812T162636,20260812T170553
53506708,Document Management module for Perfex CRM,GreenTech_Solutions,89.0,207,4.64,11,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP, SQL",2026-07-25,https://codecanyon.net/item/document-management-module-for-perfex-crm/53506708,20260812T162636,20260812T170553
50192137,PDF Customizer module for Perfex CRM,themesic,59.0,206,4.29,7,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP, SQL",2026-07-10,https://codecanyon.net/item/pdf-customizer-module-for-perfex-crm/50192137,20260812T170553,20260812T170553
47633218,"LiveSmart Server Video - Online Conference and Streaming, Live AI",nicky75,69.0,205,5.0,26,javascript,social-networks,,,,"JavaScript JS, JavaScript JSON, HTML, CSS, PHP, SQL",2026-04-19,https://codecanyon.net/item/livesmart-server-video/47633218,20260812T170553,20260812T170553
33392457,Add-on SMS Manager Module for Perfex CRM,sejalinfotech,30.0,202,4.57,7,php-scripts,add-ons,PHP 7.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP",2026-08-03,https://codecanyon.net/item/addon-sms-manager-module-for-perfex-crm/33392457,20260812T170553,20260812T170553
29242977,Multi-Page Web to Lead Form Module,Swivernet,29.0,200,4.25,4,php-scripts,add-ons,,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP",2020-12-03,https://codecanyon.net/item/multipage-web-to-lead-form-module/29242977,20260812T170553,20260812T170553
24915950,WhatsApp Chat Module - Internal Client & Staff Support for Perfex CRM,themesic,49.0,199,5.0,3,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP",2026-05-04,https://codecanyon.net/item/whatsapp-module-for-perfex-crm/24915950,20260812T162636,20260812T170553
32949433,Social Media Login module for Perfex - Register and Log-in using social networks,themesic,59.0,198,5.0,5,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP",2026-07-09,https://codecanyon.net/item/social-media-login-module-for-perfex-crm/32949433,20260812T170553,20260812T170553
50559370,Em ai l Manager with AI Assistant for Perfex CRM,halilaltndg,49.0,197,5.0,15,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x",CodeIgniter,,"JavaScript JS, HTML, CSS, PHP",2026-07-31,https://codecanyon.net/item/email-template-manage-module-for-perfex-crm/50559370,20260812T170553,20260812T170553
32470681,Advanced Task Timesheet Manager Module for Perfex CRM,sejalinfotech,25.0,196,4.5,4,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP",2026-07-27,https://codecanyon.net/item/advanced-task-timesheet-manager-module-for-perfex-crm/32470681,20260812T170553,20260812T170553
28889201,Zoom Meeting Manager,i-Dev,49.0,194,4.2,5,php-scripts,add-ons,PHP 8.x,CodeIgniter,,"JavaScript JS, JavaScript JSON, HTML, CSS, PHP, SQL",2025-06-24,https://codecanyon.net/item/zoom-meeting-manager/28889201,20260812T162636,20260812T170553
45928441,PrediX - AI Module For Perfex CRM,lenzcreativee,79.0,192,5.0,12,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x",CodeIgniter,,"JavaScript JS, JavaScript JSON, HTML, CSS, PHP, SQL",2026-02-21,https://codecanyon.net/item/predix-ultimate-ai-module-for-perfex-crm/45928441,20260812T170553,20260812T170553
29992428,Customer Loyalty and Memberships for Perfex CRM,GreenTech_Solutions,79.0,185,4.6,10,php-scripts,add-ons,PHP 7.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP, SQL",2021-05-20,https://codecanyon.net/item/customer-loyalty-and-memberships-for-perfex-crm/29992428,20260812T170553,20260812T170553
27664874,Perfex Zoom Meeting Module,by8e,30.0,184,3.38,8,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP",2024-12-11,https://codecanyon.net/item/perfex-zoom-meeting-module/27664874,20260812T170553,20260812T170553
33175615,Advanced To do Manager Module for Perfex CRM,sejalinfotech,24.0,180,5.0,4,php-scripts,add-ons,PHP 7.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP",2026-07-27,https://codecanyon.net/item/advanced-to-do-manager-module-for-perfex-crm/33175615,20260812T170553,20260812T170553
34122170,Perfex Dashboard - Dashboard builder for Perfex CRM,techfago_scripts,59.0,177,3.57,7,php-scripts,add-ons,PHP 7.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP, SQL",2023-07-21,https://codecanyon.net/item/perfexdashboard-dashboard-builder-for-perfexcrm/34122170,20260812T170553,20260812T170553
53317745,Zapier module for Perfex CRM - Workflow Automation,themesic,59.0,176,5.0,5,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x",CodeIgniter,,"JavaScript JS, HTML, CSS, PHP, SQL",2026-07-09,https://codecanyon.net/item/zapier-module-for-perfex-crm-automate-your-workflow-and-business-tasks/53317745,20260812T162636,20260812T170553
47254047,Perfect SaaS - Powerful Multi-Tenancy Module for Perfex CRM,unique_coder,119.0,175,3.5,32,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x",CodeIgniter,,"JavaScript JS, JavaScript JSON, HTML, CSS, PHP",2024-11-17,https://codecanyon.net/item/perfect-saas-powerful-multitenancy-module-for-perfex-crm/47254047,20260812T170553,20260812T170553
46864766,MailFlow - Marketing Campaigns For Customers & Leads Perfex CRM,lenzcreativee,79.0,168,4.33,6,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x",CodeIgniter,,"JavaScript JS, JavaScript JSON, HTML, CSS, PHP, SQL",2024-09-17,https://codecanyon.net/item/mailflow-customers-leads-newsletter-for-perfex-crm/46864766,20260812T170553,20260812T170553
43421742,Perfex Ai Writer - AI Content Generator And AI Ticket Reply Module,spagreen,49.0,166,3.0,6,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x",CodeIgniter,,"JavaScript JS, JavaScript JSON, HTML, CSS, PHP, SQL",2024-06-30,https://codecanyon.net/item/perfex-aiwriter-openai-base-content-generator-ai-writing-and-autoreplay-module/43421742,20260812T162636,20260812T170553
47753619,Deals Management for Perfex CRM,unique_coder,39.0,166,3.31,13,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x, Other",CodeIgniter,,"JavaScript JS, HTML, CSS, PHP, SQL",2026-03-27,https://codecanyon.net/item/deals-management-for-perfex-crm/47753619,20260812T170553,20260812T170553
24025081,Perfex CRM Custom JS Module,i-Dev,32.0,159,,,php-scripts,add-ons,PHP 7.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP",2019-11-09,https://codecanyon.net/item/perfex-crm-custom-js-module/24025081,20260812T162636,20260812T170553
