product_id,title,author_name,price,sales,rating,review_count,category,subcategory,software_version,framework,compatible_with,file_types,last_updated,url,first_seen_run,last_seen_run
59692795,WHMCS Connector & Smart Data Synchronization for Perfex CRM,themesic,49.0,22,5.0,3,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x, Other",CodeIgniter,,"JavaScript JS, JavaScript JSON, HTML, CSS, PHP, SQL",2026-07-09,https://codecanyon.net/item/whmcs-connector-module-for-perfex-crm-integrate-synchronize-data/59692795,20260812T162636,20260812T162636
58558594,"Google Workspace Integration Module for Concord CRM - Google Drive, Sheets, Docs, Forms & Slides",themesic,49.0,21,4.0,4,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x, Other",Laravel,,"JavaScript JS, JavaScript JSON, HTML, CSS, PHP, SQL",2026-07-09,https://codecanyon.net/item/google-workspace-module-for-concord-crm-google-drive-sheets-docs-forms-slides/58558594,20260812T162636,20260812T162636
37286054,Coinbase Crypto Payment gateway for Perfex CRM,Techy4m,39.0,18,,,php-scripts,add-ons,PHP 7.x,CodeIgniter,,PHP,2024-11-23,https://codecanyon.net/item/coinbase-crypto-payment-gateway-for-perfex-crm/37286054,20260812T162636,20260812T162636
60471517,Google Geo Location Module for Perfex CRM,codeonstring,29.0,18,,,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,,"JavaScript JSON, HTML, CSS, PHP",2026-02-04,https://codecanyon.net/item/google-geo-location-module-for-perfex-crm/60471517,20260812T162636,20260812T162636
49908117,Business Tools Modules Bundle - Perfex CRM Productivity Pack,themesic,299.0,17,5.0,3,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,,"JavaScript JS, HTML, XML, CSS, PHP, SQL",2026-07-09,https://codecanyon.net/item/perfex-business-tools-modules-bundle/49908117,20260812T162636,20260812T162636
54496463,Toast Master for Perfex CRM,Hopperstack,19.0,17,,,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP",2024-09-27,https://codecanyon.net/item/toast-master-for-perfex-crm/54496463,20260812T162636,20260812T162636
59361564,Website Uptime Monitor for Perfex CRM – Real-Time Website Tracking & Status Pages,Hopperstack,59.0,17,,,php-scripts,add-ons,PHP 8.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP",2026-04-24,https://codecanyon.net/item/website-uptime-monitor-for-perfex-crm-realtime-website-tracking-status-pages/59361564,20260812T162636,20260812T162636
61242675,Additional Fields Builder for Perfex CRM,codeonstring,39.0,17,,,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,,"JavaScript JSON, HTML, CSS, PHP",2026-07-12,https://codecanyon.net/item/additional-fields-builder-for-perfex-crm/61242675,20260812T162636,20260812T162636
62096561,AI Lead Scoring for Perfex CRM,ManissDev,19.0,17,,,php-scripts,add-ons,"PHP 8.x, MySQL 5.x - 8.x",CodeIgniter,,"JavaScript JS, HTML, CSS, PHP, SQL",2026-02-28,https://codecanyon.net/item/ai-lead-scoring-for-perfex-crm/62096561,20260812T162636,20260812T162636
24315892,Skrill Payment Gateway Integration for Perfex CRM,themesic,49.0,16,,,php-scripts,add-ons,PHP 7.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP, SQL",2026-05-04,https://codecanyon.net/item/skrill-payment-gateway-for-perfex/24315892,20260812T162636,20260812T162636
36139176,Myfatoorah Payment Gateway Module for Perfex CRM,tenchology,21.0,16,,,php-scripts,add-ons,PHP 7.x,CodeIgniter,,PHP,2024-03-08,https://codecanyon.net/item/myfatoorah-payment-gateway-module-for-perfex-crm/36139176,20260812T162636,20260812T162636
57583455,Testimonials and Reviews for Perfex CRM,flexibyte88,59.0,16,,,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x",CodeIgniter,,"JavaScript JS, HTML, CSS, PHP, SQL",2025-10-21,https://codecanyon.net/item/testimonials-and-reviews-for-perfex-crm/57583455,20260812T162636,20260812T162636
58054103,Promo Codes & Discount Module for Perfex CRM with Client Segment Export,ulutfa,49.0,16,,,php-scripts,add-ons,"PHP 8.x, MySQL 5.x - 8.x",CodeIgniter,,"JavaScript JS, HTML, PHP",2025-11-13,https://codecanyon.net/item/promo-codes-discount-module-for-perfex-crm-with-client-segment-export/58054103,20260812T162636,20260812T162636
60296713,Quality Management module for Perfex CRM,GreenTech_Solutions,79.0,16,,,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,,"JavaScript JS, HTML, CSS, PHP, SQL",2026-07-29,https://codecanyon.net/item/quality-management-module-for-perfex-crm/60296713,20260812T162636,20260812T162636
